timestamp,sat_id,sat_name,latency_ms,station_id,station_name,latitude,longitude,elevation_m,antenna_gain_dBi,f107_flux,ap_index,day_of_week,day_of_month,month,hour,is_weekend,days_since_start,hour_bucket,msg_count_hour,msg_count_sat_hour,rolling_latency_50,inter_arrival_time,cumulative_msg_count
2025-07-19 14:39:16.729920,47654,STARLINK-2038,4.984310887754331,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,153,8,5,19,7,14,1,12,2025-07-19 14:00:00,2,1,6.944972850317552,427.477824,17
2025-07-19 15:47:27.592800,56380,STARLINK-6161,5.142786331940972,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,153,8,5,19,7,15,1,12,2025-07-19 15:00:00,2,1,6.844851377074409,4090.86288,18
2025-07-19 15:51:56.260512,60047,STARLINK-11163 [DTC],8.004526560181539,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,153,8,5,19,7,15,1,12,2025-07-19 15:00:00,2,1,6.905886913027416,268.667712,19
2025-07-19 16:00:01.999584,64212,STARLINK-34284,7.124711377907307,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,153,8,5,19,7,16,1,12,2025-07-19 16:00:00,5,1,6.916828136271411,485.739072,20
2025-07-19 16:00:01.999584,63445,STARLINK-33659,8.378773376981941,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,153,8,5,19,7,16,1,12,2025-07-19 16:00:00,5,1,6.986444576305246,0.0,21
2025-07-19 16:05:37.896864,52354,STARLINK-3876,8.65626166074642,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,153,8,5,19,7,16,1,12,2025-07-19 16:00:00,5,1,7.062345352870753,335.89728,22
2025-07-19 16:52:15.281760,64450,STARLINK-34361,4.086754862204223,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,153,8,5,19,7,16,1,12,2025-07-19 16:00:00,5,1,6.932971853276556,2797.384896,23
2025-07-19 16:54:30.001824,47552,STARLINK-1940,5.681899836650249,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,153,8,5,19,7,16,1,12,2025-07-19 16:00:00,5,1,6.880843852583793,134.720064,24
2025-07-19 17:54:28.013184,55276,STARLINK-5261,5.0336594583115755,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,153,8,5,19,7,17,1,12,2025-07-19 17:00:00,1,1,6.806956476812904,3598.01136,25
2025-07-19 18:09:09.698400,45710,STARLINK-1423,6.153110962416575,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,153,8,5,19,7,18,1,12,2025-07-19 18:00:00,2,1,6.781808572413046,881.685216,26
2025-07-19 18:21:52.009920,61061,STARLINK-11233 [DTC],6.526041736635315,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,153,8,5,19,7,18,1,12,2025-07-19 18:00:00,2,1,6.7723357266435,762.31152,27
2025-07-19 20:25:12.766080,63808,STARLINK-34091,8.32645228815102,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,153,8,5,19,7,20,1,12,2025-07-19 20:00:00,4,1,6.827839889554483,7400.75616,28
2025-07-19 20:30:30.662784,61578,STARLINK-11285 [DTC],7.225426804061684,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,153,8,5,19,7,20,1,12,2025-07-19 20:00:00,4,1,6.84154978315818,317.896704,29
2025-07-19 20:55:52.752576,63967,STARLINK-34153,9.064089383875816,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,153,8,5,19,7,20,1,12,2025-07-19 20:00:00,4,1,6.915634436515434,1522.089792,30
2025-07-19 20:57:10.451232,62106,STARLINK-33557,4.081197719146386,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,153,8,5,19,7,20,1,12,2025-07-19 20:00:00,4,1,6.824200994019659,77.698656,31
2025-07-20 01:36:03.918528,53491,STARLINK-4450,6.683669027766584,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,1,1,13,2025-07-20 01:00:00,3,1,6.81980937007425,16733.467296,32
2025-07-20 01:48:05.610816,62784,STARLINK-33581,4.882654478855113,STAT005,"Cape Town, South Africa",-33.9249,18.4241,15,46,150,7,6,20,7,1,1,13,2025-07-20 01:00:00,3,1,6.7611077067039735,721.692288,33
2025-07-20 01:53:14.287776,51861,STARLINK-3562,7.12028895692638,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,1,1,13,2025-07-20 01:00:00,3,1,6.771671861122279,308.67696,34
2025-07-20 02:35:36.174048,53685,STARLINK-4626,8.993799051609232,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,2,1,13,2025-07-20 02:00:00,1,1,6.835161209421906,2541.886272,35
2025-07-20 03:02:13.845696,55339,STARLINK-5671,8.306349265110903,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,3,1,13,2025-07-20 03:00:00,8,1,6.876027544302157,1597.671648,36
2025-07-20 03:14:27.786912,53212,STARLINK-4416,7.919900704510903,STAT005,"Cape Town, South Africa",-33.9249,18.4241,15,46,150,7,6,20,7,3,1,13,2025-07-20 03:00:00,8,1,6.904240332415906,733.941216,37
2025-07-20 03:27:57.762720,52847,STARLINK-4206,8.31245849531962,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,3,1,13,2025-07-20 03:00:00,8,1,6.941298705123899,809.975808,38
2025-07-20 03:45:50.854176,52498,STARLINK-3925,9.048403175509026,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,3,1,13,2025-07-20 03:00:00,8,1,6.995327024877363,1073.091456,39
2025-07-20 03:45:51.729408,52342,STARLINK-3850,7.28357757973296,STAT005,"Cape Town, South Africa",-33.9249,18.4241,15,46,150,7,6,20,7,3,1,13,2025-07-20 03:00:00,8,1,7.0025332887487535,0.875232,40
2025-07-20 03:49:20.488224,58483,STARLINK-30994,7.8300882316020814,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,3,1,13,2025-07-20 03:00:00,8,1,7.022717555647615,208.758816,41
2025-07-20 03:49:59.636928,62418,STARLINK-11447 [DTC],4.775345133526816,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,3,1,13,2025-07-20 03:00:00,8,1,6.969208688454263,39.148704,42
2025-07-20 03:58:43.374720,61863,STARLINK-32324,4.762411086439536,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,3,1,13,2025-07-20 03:00:00,8,1,6.917887813988804,523.737792,43
2025-07-20 04:01:51.943584,61579,STARLINK-11275 [DTC],5.46935965835463,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.8849667195425726,188.568864,44
2025-07-20 04:07:36.203520,45187,STARLINK-1225,3.156594084920294,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.802113994328744,344.259936,45
2025-07-20 04:18:21.049920,57907,STARLINK-30482,6.724826445897755,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.800433830232419,644.8464,46
2025-07-20 04:19:05.021472,57477,STARLINK-30176,5.1094099973557485,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.76445459974568,43.971552,47
2025-07-20 04:20:59.270784,53166,STARLINK-4110,6.52749985819686,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.759518042630081,114.249312,48
2025-07-20 04:32:08.745504,47747,STARLINK-2161,7.213477503044405,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.768782521414046,669.47472,49
2025-07-20 04:32:50.592480,59426,STARLINK-11089 [DTC],8.565440222122712,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.80471567542822,41.846976,50
2025-07-20 04:44:45.191328,44765,STARLINK-1060,6.011860432078675,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.784017951501713,714.598848,51
2025-07-20 04:57:38.652768,59722,STARLINK-31843,7.129319234566255,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.7730179844132135,773.46144,52
2025-07-20 04:58:42.539520,52334,STARLINK-3880,6.196915160036554,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,4,1,13,2025-07-20 04:00:00,10,1,6.821284414017399,63.886752,53
2025-07-20 05:09:16.027776,63477,STARLINK-33630,10.757653748468925,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.918256157142333,633.488256,54
2025-07-20 05:31:12.017280,53292,STARLINK-4159,3.2199666796372943,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.789483329305403,1315.989504,55
2025-07-20 05:37:54.427008,53540,STARLINK-4486,9.55369603588081,STAT005,"Cape Town, South Africa",-33.9249,18.4241,15,46,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.834159735367217,402.409728,56
2025-07-20 05:38:04.792416,63013,STARLINK-11577 [DTC],9.842740157096467,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.9479987844807525,10.365408,57
2025-07-20 05:38:27.321216,52134,STARLINK-3721,4.397103221480468,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.827937097741378,22.5288,58
2025-07-20 05:38:35.808288,59867,STARLINK-31952,6.171731255408994,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.80173628313885,8.487072,59
2025-07-20 05:43:40.165248,59368,STARLINK-31419,5.965137514422329,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.748845651194635,304.35696,60
2025-07-20 05:44:16.059264,59768,STARLINK-31826,5.85061637972119,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.733781945899166,35.894016,61
2025-07-20 05:45:10.616544,64121,STARLINK-34189,6.8484499939148415,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.75412616960312,54.55728,62
2025-07-20 05:49:54.760224,59520,STARLINK-31370,6.1709120747134625,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,5,1,13,2025-07-20 05:00:00,10,1,6.750011427367792,284.14368,63
2025-07-20 06:01:59.943072,59858,STARLINK-31654,8.365106333440112,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.8010257996595,725.182848,64
2025-07-20 06:03:19.938240,59847,STARLINK-31889,8.425915408351885,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.830009610614024,79.995168,65
2025-07-20 06:05:22.518240,59712,STARLINK-11108 [DTC],6.595622939133613,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.773166055442377,122.58,66
2025-07-20 06:12:51.738624,57923,STARLINK-30440,8.776161424582186,STAT005,"Cape Town, South Africa",-33.9249,18.4241,15,46,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.849003066178933,449.220384,67
2025-07-20 06:13:33.267648,53273,STARLINK-4051,4.507621923976036,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.836299778019634,41.529024,68
2025-07-20 06:17:58.277184,56836,STARLINK-30142,5.343604425986519,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.7830813353357335,265.009536,69
2025-07-20 06:18:51.316416,53276,STARLINK-4174,5.4611672678291345,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.74981045313417,53.039232,70
2025-07-20 06:22:14.111040,52455,STARLINK-3890,5.665067715785456,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.695536339910241,202.794624,71
2025-07-20 06:24:58.575168,47805,STARLINK-2386,4.873508012203992,STAT005,"Cape Town, South Africa",-33.9249,18.4241,15,46,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.619881266939392,164.464128,72
2025-07-20 06:26:08.541024,52453,STARLINK-3872,7.015980525145281,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.678465780198213,69.965856,73
2025-07-20 06:29:27.381120,53274,STARLINK-4050,7.111347194398917,STAT005,"Cape Town, South Africa",-33.9249,18.4241,15,46,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.707054727353186,198.840096,74
2025-07-20 06:31:26.553504,52366,STARLINK-3808,7.221241879491812,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.750806375776791,119.172384,75
2025-07-20 06:32:14.237664,62603,STARLINK-32778,8.068988209135593,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.789123920711172,47.68416,76
2025-07-20 06:33:19.571616,59206,STARLINK-31247,9.851419794378781,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.855631481866042,65.333952,77
2025-07-20 06:35:16.429344,60915,STARLINK-11271 [DTC],6.728817059425836,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.823678777291537,116.857728,78
2025-07-20 06:38:07.590336,49408,STARLINK-3151,5.959557856973788,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.798361398349779,171.160992,79
2025-07-20 06:40:33.275424,60401,STARLINK-11232 [DTC],5.938628470732532,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.735852180086913,145.685088,80
2025-07-20 06:46:20.007264,58836,STARLINK-31251,9.374123108041395,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.841710687864815,346.73184,81
2025-07-20 06:47:20.401728,52362,STARLINK-3848,5.182811993537212,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.8116935471802265,60.394464,82
2025-07-20 06:51:33.620256,59222,STARLINK-31490,13.284709757021302,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.97973465274355,253.218528,83
2025-07-20 06:52:41.954016,64135,STARLINK-11712 [DTC],8.55923507264086,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,7.00851357505784,68.33376,84
2025-07-20 06:54:37.458720,53265,STARLINK-4097,5.829098458009994,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.945219563185855,115.504704,85
2025-07-20 06:58:33.796416,53605,STARLINK-4693,7.605517470293853,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.931202927289514,236.337696,86
2025-07-20 06:59:02.305824,61703,STARLINK-32335,6.747650538470467,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.907757923968705,28.509408,87
2025-07-20 06:59:55.275936,53266,STARLINK-4058,6.957336384867514,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,6,1,13,2025-07-20 06:00:00,25,1,6.880655481759663,52.970112,88
2025-07-20 07:02:23.866656,57663,STARLINK-30267,9.013612934616212,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.879959676941808,148.59072,89
2025-07-20 07:02:45.465792,56147,STARLINK-5140,5.909020339090642,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.85246853212896,21.599136,90
2025-07-20 07:03:51.494400,53703,STARLINK-4731,8.970625427857065,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.87527927605406,66.028608,91
2025-07-20 07:08:21.157440,57373,STARLINK-6370,7.398161962510077,STAT005,"Cape Town, South Africa",-33.9249,18.4241,15,46,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.927735612633726,269.66304,92
2025-07-20 07:11:07.052352,58102,STARLINK-30592,7.959332797085702,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.991674046846648,165.894912,93
2025-07-20 07:11:11.563296,49441,STARLINK-3128,5.536578204943126,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.993018417778419,4.510944,94
2025-07-20 07:11:14.595936,59697,STARLINK-32099,6.085398093018953,STAT005,"Cape Town, South Africa",-33.9249,18.4241,15,46,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,7.051594497940391,3.03264,95
2025-07-20 07:11:30.628320,57683,STARLINK-30295,4.20397221436308,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,7.001177413309698,16.032384,96
2025-07-20 07:11:36.794688,59547,STARLINK-31736,9.001584992553802,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,7.07902091321366,6.166368,97
2025-07-20 07:12:30.853440,52361,STARLINK-3728,5.060166103313828,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,7.0496742381159985,54.058752,98
2025-07-20 07:14:05.981568,60929,STARLINK-11240 [DTC],8.080247835952536,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,7.067009644774162,95.128128,99
2025-07-20 07:15:27.213984,57054,STARLINK-5881,10.95030911476556,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,7.114707022627019,81.232416,100
2025-07-20 07:16:26.497344,53993,STARLINK-5121,2.694329440216405,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,7.048356402789773,59.28336,101
2025-07-20 07:17:03.167232,57056,STARLINK-6353,7.778123391437834,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,7.061332485927205,36.669888,102
2025-07-20 07:19:13.041984,52345,STARLINK-3852,6.4900778529992,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,7.067195739786457,129.874752,103
2025-07-20 07:21:59.253120,47750,STARLINK-2164,6.509422949600918,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.982231123809097,166.211136,104
2025-07-20 07:23:06.804960,52356,STARLINK-3801,3.932321717385149,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.996478224564055,67.55184,105
2025-07-20 07:24:29.083680,52359,STARLINK-3853,6.266013562458921,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.930724575095617,82.27872,106
2025-07-20 07:25:05.494368,53594,STARLINK-4681,8.994028369367944,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.913750339341045,36.410688,107
2025-07-20 07:25:57.904608,59731,STARLINK-31817,5.359306758394842,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.932994410079334,52.41024,108
2025-07-20 07:27:05.179968,50169,STARLINK-3301,5.055551179206082,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.910670808555276,67.27536,109
2025-07-20 07:27:20.915136,48481,STARLINK-2706,7.347907670202544,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.93832621167088,15.735168,110
2025-07-20 07:27:21.939840,57407,STARLINK-30207,6.163202394408032,STAT001,"Wallops Island, VA",37.9375,-75.4667,6,45,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.9445779319646155,1.024704,111
2025-07-20 07:28:58.820160,57827,STARLINK-30402,6.683249715526711,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.941273926396855,96.88032,112
2025-07-20 07:29:03.000192,53996,STARLINK-5131,7.511654746501128,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.968088779832607,4.180032,113
2025-07-20 07:29:08.582496,59421,STARLINK-11087 [DTC],7.76658540692548,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.956118361302313,5.582304,114
2025-07-20 07:30:22.421664,54012,STARLINK-5126,9.666621970579511,STAT002,"Hawthorne, CA",33.9226,-118.3345,50,48,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.980932492546867,73.839168,115
2025-07-20 07:30:52.416288,58109,STARLINK-30606,5.401443326188008,STAT006,"Perth, Australia",-31.9505,115.8605,100,49,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.957048900287955,29.994624,116
2025-07-20 07:35:25.861056,58100,STARLINK-30600,8.029524965619824,STAT004,"Seongnam, South Korea",37.4138,127.5183,80,47,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.942116171108707,273.444768,117
2025-07-20 07:36:35.540928,47834,STARLINK-2424,3.684928824077973,STAT003,"Madrid, Spain",40.4314,-3.7026,650,50,150,7,6,20,7,7,1,13,2025-07-20 07:00:00,39,1,6.925662309110748,69.679872,118
